999.040405,0.109963283,0.003569859
891.425842,0.110049926,0.002941712
794.237671,0.110220321,0.002332584
707.50946,0.110344514,0.001810468
631.009521,0.110475674,0.001295862
562.339172,0.110675618,0.000918161
500.801239,0.110802546,0.0004609
446.858795,0.110942312,0.000111384
397.582581,0.111203611,-0.00017138
354.659485,0.111380689,-0.000412033
316.315765,0.111549906,-0.000721069
281.894287,0.111697942,-0.000961265
251.044281,0.111927204,-0.001076401
223.640198,0.112074003,-0.001384523
199.298386,0.112215318,-0.001510086
177.556778,0.112505533,-0.001715181
158.629395,0.112650216,-0.001807007
141.31134,0.112852201,-0.001936566
125.84568,0.113081895,-0.002021044
112.189957,0.113267168,-0.002120126
99.9040375,0.113446519,-0.002264753
89.0031662,0.113679275,-0.002332264
79.3147354,0.11391791,-0.002382773
70.8387451,0.114152238,-0.002463118
63.0040207,0.114292085,-0.002506116
56.2418137,0.114466995,-0.00256948
50.0801239,0.114728339,-0.002671433
44.614521,0.114914924,-0.002780054
39.7582626,0.115132667,-0.002810412
35.4193573,0.115283176,-0.002924207
31.5869217,0.115516618,-0.002882219
28.1700668,0.115734659,-0.002966583
25.1044273,0.115974784,-0.003037844
22.3853874,0.116203219,-0.00312017
19.9298458,0.11638099,-0.003220226
17.7556782,0.116564684,-0.003230802
15.8361454,0.116834484,-0.003354955
14.1189728,0.117008582,-0.003466772
12.5737619,0.117287315,-0.003529944
11.2248554,0.117451176,-0.003532255
9.9904108,0.117658861,-0.003812935
8.89805984,0.118025318,-0.003775789
7.93953419,0.118291505,-0.004024638
7.07654047,0.118557379,-0.004097828
6.30040264,0.118853278,-0.004211495
5.61242723,0.119036719,-0.004384338
5.00801229,0.119578823,-0.004465256
4.45918846,0.119885206,-0.004747177
3.98190546,0.120265767,-0.004859809
3.54791069,0.120703138,-0.005032681
3.16039586,0.121058777,-0.005090091
2.81430078,0.121601559,-0.005148379
2.51044273,0.122013725,-0.005312792
2.23853803,0.122495957,-0.005351159
1.99095273,0.122968204,-0.00532199
1.77395499,0.123487525,-0.005287973
1.58083737,0.123946667,-0.005237886
1.41121697,0.124426536,-0.005020378
1.25805092,0.124951825,-0.004899183
1.11926901,0.125417545,-0.004847127
0.998529792,0.125819042,-0.004741526
0.888996482,0.126110658,-0.004585873
0.793953419,0.126381859,-0.004410223
0.707013488,0.126655847,-0.004204755
0.63065052,0.12693505,-0.003972465
0.561969399,0.127219483,-0.00374687
0.500801146,0.127471864,-0.003556049
0.446530581,0.127732947,-0.003487214
0.39697656,0.127994984,-0.00342422
0.354597807,0.128146797,-0.003418437
0.31532523,0.12825124,-0.003388023
0.281247705,0.128300443,-0.003329618
0.250400603,0.128397092,-0.003250675
0.22326526,0.128525242,-0.003197853
0.199491799,0.128675565,-0.003161142
0.177298903,0.128837705,-0.003179281
0.158038959,0.129018977,-0.003258735
0.141060576,0.129210457,-0.003379576
0.125845671,0.12937279,-0.003584413
0.11197824,0.12947768,-0.003797142
0.099745899,0.129547313,-0.003984103
0.089102425,0.129641235,-0.004156813
0.07928896,0.129793271,-0.004330442
0.070750035,0.13001433,-0.004564832
0.06305182,0.13022846,-0.004871092
0.056078348,0.130400538,-0.005180475
0.050028808,0.130660519,-0.005509944
0.044575095,0.131008208,-0.005905058
0.039762307,0.13130869,-0.006452495
0.035375003,0.131517529,-0.007038977
0.031525906,0.131747976,-0.007562612
0.0281268,0.132061258,-0.008058355
0.025039095,0.132564262,-0.00865128
0.022357194,0.132996321,-0.009390533
0.019913584,0.133450463,-0.010177517
0.017768599,0.133950546,-0.010849142
0.015832722,0.134669974,-0.011618288
0.01409588,0.135513484,-0.012591544
0.012571603,0.136314243,-0.013687289
0.011199108,0.13699922,-0.014701331
0.009981218,0.13783063,-0.015584488
0.00889725,0.139014572,-0.016453456
0.007926639,0.140316829,-0.01751128
0.007064254,0.141504586,-0.018628331
0.006295529,0.142819822,-0.019765424
0.005612427,0.143889338,-0.020530926
0.005000832,0.145364374,-0.021382034
